,relationshipQuality_isGood,comp0,comp1
0,1,0.4177625506082514,0.371700540388635
1,1,1.0075120512701712,0.3692465152420135
2,1,-0.7321746747119361,1.4482971200213717
3,1,-0.9311760757348696,-0.09181518283036161
4,1,-1.1862039277854877,-0.35410864682164034
5,1,-0.9753276221703758,-0.24189690522427582
6,0,0.6354616441611448,1.9258606266014489
7,1,1.0701079310571815,2.1039938643583285
8,1,0.4565759738284846,1.0759567208194585
9,1,0.2462013576941803,0.4335961420832289
10,1,0.2863256749310924,-0.7657250998314218
11,1,0.830093881158678,0.5191753440606047
12,1,-1.1804733705556114,-0.06208651895913858
13,1,0.040325308867597234,3.097147078059625
14,1,-0.32899264838335374,-0.7979091988345176
15,1,1.6788095579372009,-1.054193823691826
16,1,1.6313946430725077,-1.270786013586527
17,1,0.9603646766101548,-0.9067305296135366
18,1,0.012555355301952913,-0.14898441906357965
19,0,1.0746186479882782,-1.0016206793532234
20,1,3.264613055497685,-1.372006252415214
21,1,-2.6112490545826996,-1.7519679386371771
23,1,1.5864236594538186,-0.2827413686912586
24,0,1.4096308870510916,-0.6980468135187463
25,1,-1.2125517550680673,1.0177313103405197
26,0,-0.7387036566101917,-1.8970693776605383
27,1,-2.097305579233833,-2.0570240749059625
28,1,1.324438849601447,2.664431311310551
29,1,-0.5266947450331732,0.515014433180686
30,1,0.7127852987296026,1.8213699177092173
31,1,0.34534325690829304,-0.30424122789158653
32,1,1.5809058481828862,-0.4064930901035128
33,1,0.14716798484965207,0.03957801805907721
34,1,-1.5291307176038222,-1.8664152538600924
36,1,1.2625270072716563,0.43229194194933074
37,1,-0.5140332061698117,1.7237599247447863
38,1,0.06659873875200754,0.26864152630161864
39,1,-0.6631410998700374,1.8691445103636954
40,1,-1.314647657614693,0.26312481942679244
41,1,1.3861727880803607,1.8771301065352917
42,1,-0.8924463527791305,0.8665098868854697
43,1,1.4572704795761766,1.0964325699423412
44,0,2.122268870598286,-0.4238151676347474
46,1,0.5783068617440089,0.21863931386018307
47,1,0.0029760746910875322,0.23863327319357497
48,1,-1.2141365595149458,3.1118602492306833
49,1,-0.8794590885270528,-0.09758344501046731
50,0,-0.6829969506729936,-0.4133996323296218
51,1,-1.5249994297247178,-0.21385854586828895
52,1,0.1514386157866456,-0.7724778289517527
53,1,-1.5191492615024589,-0.45451769731528496
54,1,0.29861004900803423,-0.6836120957292697
55,1,0.7347089549086074,0.4332605696690332
56,1,-1.3325024334712163,-0.09810926995335759
57,1,-0.5583385800543628,1.865244927662949
58,1,-0.419954967969447,0.4466009548799604
59,0,1.491931277298355,-0.21365435244775804
60,1,2.2792459547604724,1.96572088799647
62,1,0.8196726286268198,-1.215336972632263
63,1,3.1925701334139727,-0.56743368671299
65,1,-0.6997917107786921,1.5123150141740698
66,0,-1.8548432369856742,-1.0699258988108689
67,1,-2.0461179864785075,-0.3300989288385255
68,1,1.0073610519532101,-0.1862126700593129
69,0,1.5658477846332615,1.04506412353694
70,1,-1.4248430088388035,-0.08642211957481583
71,1,-1.2245163549617946,0.5040207099804405
72,1,0.31206789737715473,-0.5444883561282587
73,1,-0.6474286990323266,-0.6051716485060216
74,1,0.8918330972049107,1.3432547672486252
75,1,-0.9641518192309451,-0.3584435844205508
76,1,-0.8754300765598638,0.03648823098289361
77,1,-1.2184898416254097,-3.055371887592495
78,1,0.0831080082696229,1.3633950380228974
81,1,-1.36253515539804,-0.10801083114929971
82,1,-2.2275517818696255,0.8548809299213541
83,1,2.202161103136786,-0.4678283108992917
84,1,-0.0668975763646157,-0.49275018046200786
85,1,-1.5366997661692356,0.26745975702570296
86,1,-0.4378739016113561,0.5132804581411218
87,0,1.0797770282340975,-0.33503260603696516
88,1,-0.03792662963309433,3.0580837875365923
91,1,0.28213795467684977,-0.3547930504456502
92,1,-1.3045160967748446,-0.9185684464730933
93,1,0.7410035695141166,-0.04039272954223941
94,1,-1.0355280416910035,-0.6191470694086417
96,1,-1.2849233397019086,-0.14425497132998003
97,1,1.0440584173963852,-0.2596042839955953
98,1,-0.46961605108437837,1.653067467190378
99,1,0.8013035861101401,0.021632616900200026
100,1,-1.7932087150859266,-1.1745630671350522
101,1,-0.7711235065180742,-0.6703401360736608
102,1,-0.06815414820338937,1.2333740793520327
103,1,-0.6439413691156506,-0.36904699247721995
104,0,0.9798834409475785,-0.3346623713401577
105,1,-1.0388476292103073,0.25338839888990544
106,1,-1.3011206393532493,1.4514566143409555
107,1,-1.3162802199528634,0.2490278446257576
108,1,-0.925060249282926,-0.5462972480613784
109,1,1.0680948880520043,0.7048232853818455
110,1,-0.30488020894673573,-0.723120007214592
111,1,0.6225196539767606,-0.5948825855168439
112,1,1.397081636165667,0.2020448842818617
114,1,0.4219877685114199,-0.5754919415652507
115,1,-0.21184512505161196,0.48281801726639717
116,1,-0.971212413982655,-0.034215058972588516
117,1,-0.6205088662208355,0.028225063110279114
118,1,0.7014984294812855,-0.8919890625015696
120,0,1.021054681885386,-0.9147876483542988
121,1,-0.8166265024764452,0.8548466532209359
122,0,-1.5991876890140546,2.2448990881387476
124,1,-0.21707872195180336,-0.41982482645644364
125,1,1.3861634746680889,2.066349120654255
126,1,-0.06500710781418857,0.4906219291412879
127,1,0.5539193367051901,-0.1730082994432975
128,1,1.880623264236976,0.5837381738890001
129,1,-0.8760615156318867,-0.8751252602148311
130,1,-0.36797517882120806,-1.1338843199902684
131,1,-1.4164857066173115,1.897980273001026
132,1,-0.2628378672787101,1.3657964427629596
133,1,1.0817186371212522,0.7395670408227121
134,1,1.0155082748536988,0.35725894755602994
135,1,-1.5735338501268834,-1.1169294678513124
136,1,0.22212090434983991,-1.0411984412938815
137,1,0.38331525831647495,3.3082947936266507
138,1,-1.2114361225207366,0.6576659388740996
139,1,-1.2997648099507058,-1.5008051810364704
141,1,1.1898846920156148,1.0325919158027947
142,1,-0.8004506043558246,1.0949986250454757
143,1,1.400042489652261,-0.8529727098372066
144,1,-0.3233706437506642,1.352957151437844
145,1,-1.6189725674304751,-0.216268370290782
146,1,0.8580678367895579,-1.6539369156602395
147,1,-1.3934695255348157,-0.6453271010333576
149,1,-0.3967149054837386,-0.161594721725622
150,1,-0.870234505784069,-0.5096304688934191
151,1,1.0522062057720003,-0.6203134492096476
152,1,0.28780029150758013,-0.24324421356584347
153,1,-1.9105515814291827,0.4770185587724375
154,0,0.5567406482499313,0.7416431957697512
155,1,-0.7894805438787195,1.1045611044283161
156,1,-1.124607760388223,-0.46646438445538113
157,1,1.039906679859449,1.0528273874807428
158,1,0.8499958021188977,-0.7622745244767548
159,1,-0.45002279472360435,1.499908046839398
161,1,0.16988923893700406,0.06475567758260964
164,1,-0.29293134729074294,-1.5422941339734657
165,1,1.052525508750099,0.5977433910481276
166,1,-0.9266313546367548,0.9020174480838936
167,1,-1.0471789393079074,-0.5826587838198259
168,1,0.12370374025728624,0.10005066800199128
169,1,-1.9529805340661857,0.5386142343516559
170,1,2.6336465108937994,-1.302147806163621
171,0,1.0529701108185576,-0.5609167891885085
172,1,-2.582710572801677,-1.4575372263421964
173,1,0.49409508969605154,-0.4085345631488221
174,1,1.1084079250114631,-0.14594598491764277
175,1,0.5770885848352214,-2.2140344918938513
176,1,-0.9920258754385964,-0.39466475803115336
177,1,-1.5034845800786094,1.4298759770009866
178,1,-0.5011236113637455,0.9403056590621808
179,1,2.3900652815767844,-0.6897466559458316
180,1,-1.5943656497337322,-0.9771277347558835
181,1,-1.520585962370441,-1.9704535025351428
183,1,0.5143914708924944,-0.7084312165947141
184,1,-0.9304417075766731,-1.1976387394877337
185,1,-1.0948171943592604,-1.5108041584263328
186,1,-0.7853387816475024,0.1892014810694748
187,1,-1.5913864315101378,-2.694607037936975
188,1,-0.7838197771596891,0.5156818628811841
189,1,-1.354004885792397,0.6648013968516404
190,1,0.6819156695534965,0.6031581068854971
191,0,1.0382052350477098,-1.004028374502202
192,1,0.9976201292055429,0.5519628817664517
193,1,-2.633889398394232,1.3015226860181746
194,1,3.0894434524283225,-1.0996996285495788
195,1,-0.9005631705443771,0.651597026235625
196,1,1.7198157584874845,-2.0917654902342098
197,1,-1.5691556152180814,-0.5095030788531016
198,1,0.9830402441552535,2.3467252425347556
199,1,-1.2396262736382868,-0.6502438328725898
200,1,-1.210667233593262,1.4638196141024262
201,1,0.035224357443100776,0.5881115744633606
